#Organism group,Strain,Isolate,Create date,Location,Isolation source,AMR genotypes,Virulence genotypes,Stress genotypes,AST phenotypes,Host disease
"Staphylococcus pseudintermedius",,"PDT000636986.1","2019-11-27T19:30:17Z","USA: Texas","skin",,"icaC=COMPLETE",,,"Pyoderma"
"Staphylococcus pseudintermedius",,"PDT000636987.1","2019-11-27T19:30:18Z","USA: Texas","skin","blaI=COMPLETE,blaZ=COMPLETE","icaC=COMPLETE",,,"Healthy"
"Staphylococcus pseudintermedius",,"PDT000636988.1","2019-11-27T19:30:18Z","USA: Texas","skin","blaI=COMPLETE,blaR1=COMPLETE,blaZ=COMPLETE,tet(M)=COMPLETE","icaC=COMPLETE",,,"Pyoderma"
"Staphylococcus pseudintermedius",,"PDT000636989.1","2019-11-27T19:30:18Z","USA: Texas","skin",,"icaC=COMPLETE,sec3=COMPLETE,sel=COMPLETE,seq=COMPLETE",,,"Healthy"
"Staphylococcus pseudintermedius",,"PDT000636990.1","2019-11-27T19:30:18Z","USA: Texas","skin","blaI=COMPLETE,blaPC1=COMPLETE,blaR1=COMPLETE,tet(M)=COMPLETE","icaC=COMPLETE",,,"Healthy"
"Staphylococcus pseudintermedius",,"PDT000636991.1","2019-11-27T19:30:19Z","USA: Texas","skin","blaI=COMPLETE,blaPC1=COMPLETE,blaR1=COMPLETE",,,,"Healthy"
"Staphylococcus pseudintermedius",,"PDT000636992.1","2019-11-27T19:30:19Z","USA: Texas","urine","blaI=COMPLETE,blaZ=COMPLETE,tet(M)=COMPLETE","icaC=COMPLETE",,,"Urine Infection"
"Staphylococcus pseudintermedius",,"PDT000636993.1","2019-11-27T19:30:19Z","USA: Texas","skin","ant(6)-Ia=COMPLETE,aph(3')-IIIa=COMPLETE,blaI=COMPLETE,blaPC1=COMPLETE,blaR1=COMPLETE,blaZ=COMPLETE,erm(B)=COMPLETE,sat4=COMPLETE,tet(M)=COMPLETE","icaC=COMPLETE",,,"Healthy"
"Staphylococcus pseudintermedius",,"PDT000636994.1","2019-11-27T19:30:20Z","USA: Texas","urine","blaI=COMPLETE,blaPC1=COMPLETE,blaR1=COMPLETE,mecA=COMPLETE,mecR1=PARTIAL,tet(M)=COMPLETE","icaC=COMPLETE",,,"Urine Infection"
"Staphylococcus pseudintermedius",,"PDT000636995.1","2019-11-27T19:30:20Z","USA: Texas","urine","aac(6')-Ie/aph(2'')-Ia=COMPLETE,ant(6)-Ia=COMPLETE,aph(3')-IIIa=COMPLETE,blaI=COMPLETE,blaPC1=COMPLETE,blaR1=COMPLETE,blaZ=COMPLETE,dfrG=COMPLETE,erm(B)=COMPLETE,grlA_S80I=POINT,gyrA_S84L=POINT,mecA=COMPLETE,sat4=COMPLETE,sat4=PARTIAL_END_OF_CONTIG","icaC=COMPLETE,seq=COMPLETE","qacG=COMPLETE",,"Urine Infection"
"Staphylococcus pseudintermedius",,"PDT000636996.1","2019-11-27T19:30:20Z","USA: Texas","Bone/Implant/Surgical Site","aac(6')-Ie/aph(2'')-Ia=COMPLETE,ant(6)-Ia=COMPLETE,aph(3')-IIIa=COMPLETE,blaI=COMPLETE,blaI=PARTIAL_END_OF_CONTIG,blaPC1=COMPLETE,blaR1=COMPLETE,blaR1=PARTIAL_END_OF_CONTIG,blaZ=COMPLETE,dfrG=COMPLETE,erm(B)=COMPLETE,erm(B)=PARTIAL,grlA_S80I=POINT,sat4=COMPLETE,sat4=PARTIAL_END_OF_CONTIG,tet(M)=COMPLETE,tet(M)=MISTRANSLATION","icaC=COMPLETE,sec3=COMPLETE,sel=COMPLETE,seq=COMPLETE",,,"Surgical Infection"
"Staphylococcus pseudintermedius",,"PDT000636998.1","2019-11-27T19:30:21Z","USA: Texas","skin","aac(6')-Ie/aph(2'')-Ia=COMPLETE,aac(6')-Ie/aph(2'')-Ia=MISTRANSLATION,ant(6)-Ia=COMPLETE,aph(3')-IIIa=PARTIAL_END_OF_CONTIG,blaI=COMPLETE,blaPC1=COMPLETE,blaR1=COMPLETE,blaZ=COMPLETE,dfrG=COMPLETE,erm(B)=COMPLETE,erm(B)=MISTRANSLATION,grlA_S80I=POINT,sat4=COMPLETE,sat4=PARTIAL_END_OF_CONTIG,tet(M)=COMPLETE","icaC=COMPLETE,sec3=COMPLETE,sel=COMPLETE,seq=COMPLETE",,,"Pyoderma"
"Staphylococcus pseudintermedius",,"PDT000636999.1","2019-11-27T19:30:21Z","USA: Texas","skin","blaI=COMPLETE,blaPC1=COMPLETE,blaR1=COMPLETE,blaZ=COMPLETE,mecA=COMPLETE,mecI=PARTIAL,mecR1=COMPLETE","icaC=COMPLETE","arsC=COMPLETE",,"Pyoderma"
"Staphylococcus pseudintermedius",,"PDT000637001.1","2019-11-27T19:30:22Z","USA: Texas","urine",,"icaC=COMPLETE",,,"Urine Infection"
"Staphylococcus pseudintermedius",,"PDT000637004.1","2019-11-27T19:30:23Z","USA: Texas","Bone/Implant/Surgical Site","blaI=COMPLETE,blaR1=COMPLETE,blaZ=COMPLETE","icaC=COMPLETE",,,"Surgical Infection"
"Staphylococcus pseudintermedius",,"PDT000637005.1","2019-11-27T19:30:23Z","USA: Texas","skin","blaI=COMPLETE,blaI=PARTIAL_END_OF_CONTIG,blaPC1=COMPLETE,blaR1=COMPLETE,blaR1=PARTIAL_END_OF_CONTIG","icaC=COMPLETE",,,"Healthy"
"Staphylococcus pseudintermedius",,"PDT000637006.1","2019-11-27T19:30:23Z","USA: Texas","skin","blaI=COMPLETE,blaI=PARTIAL_END_OF_CONTIG,blaZ=COMPLETE","icaC=COMPLETE",,,"Healthy"
"Staphylococcus pseudintermedius",,"PDT000637008.1","2019-11-27T19:30:24Z","USA: Texas","urine","blaI=COMPLETE,blaZ=COMPLETE","icaC=COMPLETE",,,"Urine Infection"
"Staphylococcus pseudintermedius",,"PDT000637009.1","2019-11-27T19:30:24Z","USA: Texas","urine",,,,,"Urine Infection"
"Staphylococcus pseudintermedius",,"PDT000637010.1","2019-11-27T19:30:24Z","USA: Texas","Bone/Implant/Surgical Site","blaI=COMPLETE,blaPC1=COMPLETE,blaR1=COMPLETE","icaC=COMPLETE",,,"Surgical Infection"
"Staphylococcus pseudintermedius",,"PDT000637011.1","2019-11-27T19:30:25Z","USA: Texas","urine","ant(6)-Ia=COMPLETE,aph(3')-IIIa=COMPLETE,blaI=COMPLETE,blaPC1=COMPLETE,blaR1=COMPLETE,blaZ=COMPLETE,blaZ=PARTIAL_END_OF_CONTIG,erm(B)=COMPLETE,mecA=COMPLETE,sat4=COMPLETE,tet(M)=COMPLETE","icaC=COMPLETE","qacC=COMPLETE",,"Urine Infection"
"Staphylococcus pseudintermedius",,"PDT000637012.1","2019-11-27T19:30:25Z","USA: Texas","skin","blaI=COMPLETE,blaI=PARTIAL_END_OF_CONTIG,blaPC1=COMPLETE,blaR1=COMPLETE,blaZ=PARTIAL_END_OF_CONTIG","icaC=COMPLETE",,,"Pyoderma"
"Staphylococcus pseudintermedius",,"PDT000637013.1","2019-11-27T19:30:25Z","USA: Texas","Bone/Implant/Surgical Site","aac(6')-Ie/aph(2'')-Ia=COMPLETE,ant(6)-Ia=COMPLETE,aph(3')-IIIa=COMPLETE,blaI=COMPLETE,blaPC1=COMPLETE,blaR1=COMPLETE,dfrG=COMPLETE,erm(B)=COMPLETE,grlA_S80I=POINT,gyrA_S84L=POINT,mecA=COMPLETE,sat4=COMPLETE,sat4=PARTIAL,tet(M)=COMPLETE,tet(M)=PARTIAL_END_OF_CONTIG","icaC=COMPLETE","qacG=COMPLETE",,"Surgical Infection"
"Staphylococcus pseudintermedius",,"PDT000637014.1","2019-11-27T19:30:25Z","USA: Texas","skin","blaI=COMPLETE,blaPC1=COMPLETE,blaR1=COMPLETE,blaZ=COMPLETE,tet(M)=COMPLETE","icaC=COMPLETE,sec3=COMPLETE,sel=COMPLETE",,,"Healthy"
"Staphylococcus pseudintermedius",,"PDT000637015.1","2019-11-27T19:30:26Z","USA: Texas","urine","aac(6')-Ie/aph(2'')-Ia=COMPLETE,ant(6)-Ia=COMPLETE,aph(3')-IIIa=COMPLETE,blaI=COMPLETE,blaI=PARTIAL_END_OF_CONTIG,blaPC1=COMPLETE,blaR1=COMPLETE,blaZ=PARTIAL_END_OF_CONTIG,dfrG=COMPLETE,erm(B)=COMPLETE,grlA_S80I=POINT,gyrA_S84L=POINT,mecA=COMPLETE,sat4=COMPLETE,sat4=PARTIAL_END_OF_CONTIG,tet(M)=COMPLETE","icaC=COMPLETE",,,"Urine Infection"
"Staphylococcus pseudintermedius",,"PDT000637016.1","2019-11-27T19:30:26Z","USA: Texas","skin","blaI=COMPLETE,blaPC1=COMPLETE,blaR1=COMPLETE","icaC=COMPLETE",,,"Healthy"
"Staphylococcus pseudintermedius",,"PDT000637017.1","2019-11-27T19:30:26Z","USA: Texas","skin","blaI=COMPLETE,blaPC1=COMPLETE,blaR1=COMPLETE,mecA=COMPLETE,mecR1=PARTIAL,tet(M)=COMPLETE","icaC=COMPLETE",,,"Pyoderma"
"Staphylococcus pseudintermedius",,"PDT000637018.1","2019-11-27T19:30:26Z","USA: Texas","skin","aac(6')-Ie/aph(2'')-Ia=COMPLETE,ant(6)-Ia=COMPLETE,aph(3')-IIIa=COMPLETE,blaI=COMPLETE,blaPC1=COMPLETE,blaR1=COMPLETE,dfrG=COMPLETE,erm(B)=COMPLETE,grlA_S80I=POINT,gyrA_S84L=POINT,mecA=COMPLETE,sat4=COMPLETE,tet(M)=COMPLETE","icaC=COMPLETE",,,"Pyoderma"
"Staphylococcus pseudintermedius",,"PDT000637019.1","2019-11-27T19:30:27Z","USA: Texas","skin","ant(6)-Ia=COMPLETE,ant(6)-Ia=PARTIAL_END_OF_CONTIG,aph(3')-IIIa=COMPLETE,blaI=COMPLETE,blaI=PARTIAL_END_OF_CONTIG,blaPC1=COMPLETE,blaR1=COMPLETE,blaZ=PARTIAL,erm(B)=COMPLETE,grlA_S80I=POINT,mecA=COMPLETE,sat4=COMPLETE,tet(M)=COMPLETE","icaC=COMPLETE,seq=COMPLETE",,,"Pyoderma"
"Staphylococcus pseudintermedius",,"PDT000637020.1","2019-11-27T19:30:27Z","USA: Texas","Bone/Implant/Surgical Site","ant(6)-Ia=COMPLETE,aph(3')-IIIa=COMPLETE,aph(3')-IIIa=PARTIAL_END_OF_CONTIG,blaI=COMPLETE,blaPC1=COMPLETE,blaR1=COMPLETE,blaZ=COMPLETE,blaZ=PARTIAL_END_OF_CONTIG,dfrG=COMPLETE,erm(B)=COMPLETE,lnu(A)=COMPLETE,mecA=COMPLETE,mecR1=PARTIAL,sat4=COMPLETE,tet(M)=COMPLETE","icaC=COMPLETE","qacG=COMPLETE",,"Surgical Infection"
"Staphylococcus pseudintermedius",,"PDT000637021.1","2019-11-27T19:30:27Z","USA: Texas","skin","aac(6')-Ie/aph(2'')-Ia=COMPLETE,ant(6)-Ia=COMPLETE,aph(3')-IIIa=COMPLETE,blaI=COMPLETE,blaPC1=COMPLETE,blaR1=COMPLETE,dfrG=COMPLETE,erm(B)=COMPLETE,grlA_S80I=POINT,gyrA_S84L=POINT,mecA=COMPLETE,mecI=COMPLETE,mecR1=COMPLETE,sat4=COMPLETE,sat4=PARTIAL_END_OF_CONTIG","icaC=COMPLETE",,,"Pyoderma"
"Staphylococcus pseudintermedius",,"PDT000637024.1","2019-11-27T19:30:28Z","USA: Texas","skin","aac(6')-Ie/aph(2'')-Ia=COMPLETE,blaI=COMPLETE,blaPC1=COMPLETE,blaR1=COMPLETE,blaR1=MISTRANSLATION,lnu(A)=COMPLETE,mecA=COMPLETE,tet(M)=COMPLETE,tet(M)=PARTIAL_END_OF_CONTIG","icaC=COMPLETE","qacG=COMPLETE",,"Pyoderma"
"Staphylococcus pseudintermedius",,"PDT000637025.1","2019-11-27T19:30:28Z","USA: Texas","skin","aac(6')-Ie/aph(2'')-Ia=COMPLETE,ant(6)-Ia=COMPLETE,aph(3')-IIIa=COMPLETE,blaI=COMPLETE,blaPC1=COMPLETE,blaR1=COMPLETE,blaZ=COMPLETE,blaZ=PARTIAL,dfrG=COMPLETE,erm(B)=COMPLETE,grlA_S80I=POINT,gyrA_S84L=POINT,lnu(A)=COMPLETE,mecA=COMPLETE,sat4=COMPLETE,sat4=PARTIAL_END_OF_CONTIG,tet(M)=COMPLETE","icaC=COMPLETE","qacG=COMPLETE",,"Pyoderma"
"Staphylococcus pseudintermedius",,"PDT000637026.1","2019-11-27T19:30:29Z","USA: Texas","Bone/Implant/Surgical Site","ant(6)-Ia=COMPLETE,ant(6)-Ia=MISTRANSLATION,aph(3')-IIIa=COMPLETE,blaI=COMPLETE,blaPC1=COMPLETE,blaR1=COMPLETE,erm(B)=COMPLETE,mecA=COMPLETE,sat4=COMPLETE,tet(M)=COMPLETE","icaC=COMPLETE",,,"Surgical Infection"
"Staphylococcus pseudintermedius",,"PDT000637027.1","2019-11-27T19:30:29Z","USA: Texas","skin","aac(6')-Ie/aph(2'')-Ia=COMPLETE,ant(6)-Ia=COMPLETE,aph(3')-IIIa=COMPLETE,blaI=COMPLETE,blaI=PARTIAL_END_OF_CONTIG,blaPC1=COMPLETE,blaR1=COMPLETE,dfrG=COMPLETE,gyrA_S84L=POINT,mecA=COMPLETE,sat4=COMPLETE,tet(M)=COMPLETE","icaC=COMPLETE",,,"Pyoderma"
"Staphylococcus pseudintermedius",,"PDT000637029.1","2019-11-27T19:30:30Z","USA: Texas","skin",,"icaC=COMPLETE,seq=COMPLETE",,,"Healthy"
"Staphylococcus pseudintermedius",,"PDT000637030.1","2019-11-27T19:30:30Z","USA: Texas","skin","blaI=COMPLETE,blaPC1=COMPLETE,blaR1=COMPLETE","icaC=COMPLETE",,,"Healthy"
"Staphylococcus pseudintermedius",,"PDT000637031.1","2019-11-27T19:30:30Z","USA: Texas","urine","blaI=COMPLETE,blaPC1=COMPLETE,blaR1=COMPLETE,blaZ=PARTIAL_END_OF_CONTIG,dfrG=COMPLETE,mecA=COMPLETE,mecR1=PARTIAL,tet(M)=COMPLETE","icaC=COMPLETE",,,"Urine Infection"
"Staphylococcus pseudintermedius",,"PDT000637032.1","2019-11-27T19:30:30Z","USA: Texas","urine","aac(6')-Ie/aph(2'')-Ia=COMPLETE,ant(6)-Ia=COMPLETE,aph(3')-IIIa=COMPLETE,aph(3')-IIIa=PARTIAL_END_OF_CONTIG,blaI=COMPLETE,blaI=PARTIAL_END_OF_CONTIG,blaPC1=COMPLETE,blaR1=COMPLETE,blaZ=COMPLETE,dfrG=COMPLETE,erm(B)=COMPLETE,grlA_S80I=POINT,gyrA_S84L=POINT,mecA=COMPLETE,sat4=COMPLETE,tet(M)=COMPLETE","icaC=COMPLETE","qacG=COMPLETE",,"Urine Infection"
"Staphylococcus pseudintermedius",,"PDT000637033.1","2019-11-27T19:30:31Z","USA: Texas","urine","blaI=COMPLETE,blaPC1=COMPLETE,blaR1=COMPLETE,tet(M)=COMPLETE","icaC=COMPLETE",,,"Urine Infection"
"Staphylococcus pseudintermedius",,"PDT000637034.1","2019-11-27T19:30:31Z","USA: Texas","skin","blaI=COMPLETE,blaPC1=COMPLETE,blaR1=COMPLETE,tet(K)=COMPLETE,tet(K)=PARTIAL_END_OF_CONTIG,tet(M)=COMPLETE","icaC=COMPLETE",,,"Pyoderma"
"Staphylococcus pseudintermedius",,"PDT000637035.1","2019-11-27T19:30:31Z","USA: Texas","urine","blaI=COMPLETE,blaPC1=COMPLETE,blaR1=COMPLETE,blaZ=COMPLETE","icaC=COMPLETE","qacC=COMPLETE,qacC=PARTIAL_END_OF_CONTIG",,"Urine Infection"
"Staphylococcus pseudintermedius",,"PDT000637036.1","2019-11-27T19:30:32Z","USA: Texas","Bone/Implant/Surgical Site","aac(6')-Ie/aph(2'')-Ia=COMPLETE,blaI=COMPLETE,blaPC1=COMPLETE,blaR1=COMPLETE,dfrG=COMPLETE,erm(B)=COMPLETE,grlA_S80I=POINT,gyrA_S84L=POINT,mecA=COMPLETE,mecI=COMPLETE,mecI=PARTIAL_END_OF_CONTIG,mecR1=COMPLETE,tet(K)=COMPLETE,tet(K)=PARTIAL_END_OF_CONTIG","icaC=COMPLETE",,,"Surgical Infection"
"Staphylococcus pseudintermedius",,"PDT000637037.1","2019-11-27T19:30:32Z","USA: Texas","Bone/Implant/Surgical Site","aac(6')-Ie/aph(2'')-Ia=COMPLETE,ant(6)-Ia=COMPLETE,aph(3')-IIIa=COMPLETE,blaI=COMPLETE,blaPC1=COMPLETE,blaR1=COMPLETE,dfrG=COMPLETE,erm(B)=COMPLETE,grlA_S80I=POINT,gyrA_S84L=POINT,lnu(A)=COMPLETE,mecA=COMPLETE,sat4=COMPLETE,tet(M)=COMPLETE","icaC=COMPLETE",,,"Surgical Infection"
"Staphylococcus pseudintermedius",,"PDT000637039.1","2019-11-27T19:30:32Z","USA: Texas","urine","blaI=COMPLETE,blaZ=COMPLETE","icaC=COMPLETE",,,"Urine Infection"
"Staphylococcus pseudintermedius",,"PDT000637040.1","2019-11-27T19:30:33Z","USA: Texas","Bone/Implant/Surgical Site","tet(M)=COMPLETE","icaC=COMPLETE",,,"Surgical Infection"
"Staphylococcus pseudintermedius",,"PDT000637042.1","2019-11-27T19:30:33Z","USA: Texas","urine","blaI=COMPLETE,blaPC1=COMPLETE,blaR1=COMPLETE,blaZ=COMPLETE,tet(M)=COMPLETE","icaC=COMPLETE",,,"Urine Infection"
"Staphylococcus pseudintermedius",,"PDT000637043.1","2019-11-27T19:30:34Z","USA: Texas","Bone/Implant/Surgical Site","ant(6)-Ia=COMPLETE,aph(3')-IIIa=COMPLETE,blaI=COMPLETE,blaPC1=COMPLETE,blaR1=COMPLETE,erm(B)=COMPLETE,mecA=COMPLETE,sat4=COMPLETE","icaC=COMPLETE",,,"Surgical Infection"
"Staphylococcus pseudintermedius",,"PDT000637044.1","2019-11-27T19:30:34Z","USA: Texas","Bone/Implant/Surgical Site","aac(6')-Ie/aph(2'')-Ia=COMPLETE,blaI=COMPLETE,blaPC1=COMPLETE,blaR1=COMPLETE,blaZ=PARTIAL_END_OF_CONTIG,dfrG=COMPLETE,erm(B)=COMPLETE,grlA_S80I=POINT,gyrA_S84L=POINT,mecA=COMPLETE,mecI=COMPLETE,mecR1=COMPLETE,tet(K)=COMPLETE,tet(K)=PARTIAL_END_OF_CONTIG","icaC=COMPLETE",,,"Surgical Infection"
"Staphylococcus pseudintermedius",,"PDT000637045.1","2019-11-27T19:30:34Z","USA: Texas","urine","aac(6')-Ie/aph(2'')-Ia=COMPLETE,ant(6)-Ia=COMPLETE,aph(3')-IIIa=COMPLETE,blaI=COMPLETE,blaPC1=COMPLETE,blaR1=COMPLETE,blaR1=PARTIAL_END_OF_CONTIG,blaZ=COMPLETE,dfrG=COMPLETE,erm(B)=COMPLETE,grlA_S80I=POINT,gyrA_S84L=POINT,mecA=COMPLETE,mecI=COMPLETE,mecR1=COMPLETE,sat4=COMPLETE,sat4=PARTIAL_END_OF_CONTIG","icaC=COMPLETE",,,"Urine Infection"
"Staphylococcus pseudintermedius",,"PDT000637046.1","2019-11-27T19:30:34Z","USA: Texas","urine","aac(6')-Ie/aph(2'')-Ia=COMPLETE,ant(6)-Ia=COMPLETE,aph(3')-IIIa=COMPLETE,blaI=COMPLETE,blaPC1=COMPLETE,blaR1=COMPLETE,dfrG=COMPLETE,erm(B)=COMPLETE,grlA_S80I=POINT,gyrA_S84L=POINT,lnu(A)=COMPLETE,mecA=COMPLETE,sat4=COMPLETE,tet(M)=COMPLETE","icaC=COMPLETE",,,"Urine Infection"
"Staphylococcus pseudintermedius",,"PDT000637047.1","2019-11-27T19:30:35Z","USA: Texas","skin","aac(6')-Ie/aph(2'')-Ia=COMPLETE,ant(6)-Ia=COMPLETE,aph(3')-IIIa=COMPLETE,aph(3')-IIIa=PARTIAL_END_OF_CONTIG,blaI=COMPLETE,blaPC1=COMPLETE,blaR1=COMPLETE,dfrG=COMPLETE,erm(B)=COMPLETE,erm(B)=PARTIAL_END_OF_CONTIG,grlA_S80I=POINT,gyrA_S84L=POINT,lnu(A)=COMPLETE,mecA=COMPLETE,sat4=COMPLETE,tet(M)=COMPLETE","icaC=COMPLETE","qacG=COMPLETE",,"Pyoderma"
"Staphylococcus pseudintermedius",,"PDT000637048.1","2019-11-27T19:30:35Z","USA: Texas","skin","tet(M)=COMPLETE","icaC=COMPLETE",,,"Pyoderma"
"Staphylococcus pseudintermedius",,"PDT000637049.1","2019-11-27T19:30:35Z","USA: Texas","skin","blaI=COMPLETE,blaPC1=COMPLETE,blaR1=COMPLETE,blaZ=COMPLETE","icaC=COMPLETE",,,"Pyoderma"
"Staphylococcus pseudintermedius",,"PDT000637050.1","2019-11-27T19:30:36Z","USA: Texas","skin","blaI=COMPLETE,blaPC1=COMPLETE,blaR1=COMPLETE","icaC=COMPLETE",,,"Pyoderma"
"Staphylococcus pseudintermedius",,"PDT000637052.1","2019-11-27T19:30:36Z","USA: Texas","skin","blaI=COMPLETE,blaPC1=COMPLETE,blaR1=COMPLETE,blaR1=PARTIAL_END_OF_CONTIG","icaC=COMPLETE",,,"Healthy"
"Staphylococcus pseudintermedius",,"PDT000637056.1","2019-11-27T19:30:37Z","USA: Texas","skin","blaI=COMPLETE,blaI=PARTIAL,blaPC1=COMPLETE,blaR1=COMPLETE","icaC=COMPLETE",,,"Pyoderma"
"Staphylococcus pseudintermedius",,"PDT000637057.1","2019-11-27T19:30:37Z","USA: Texas","Bone/Implant/Surgical Site","blaI=COMPLETE,blaZ=COMPLETE","icaC=COMPLETE",,,"Surgical Infection"
"Staphylococcus pseudintermedius",,"PDT000637058.1","2019-11-27T19:30:38Z","USA: Texas","urine","blaI=COMPLETE,blaZ=COMPLETE","icaC=COMPLETE",,,"Urine Infection"
"Staphylococcus pseudintermedius",,"PDT000637059.1","2019-11-27T19:30:38Z","USA: Texas","urine",,"icaC=COMPLETE,sec3=COMPLETE,sel=COMPLETE",,,"Urine Infection"
"Staphylococcus pseudintermedius",,"PDT000637060.1","2019-11-27T19:30:38Z","USA: Texas","skin","aac(6')-Ie/aph(2'')-Ia=COMPLETE,blaI=COMPLETE,blaR1=COMPLETE,blaZ=COMPLETE,dfrS1=COMPLETE,tet(M)=COMPLETE","icaC=COMPLETE","qacC=COMPLETE",,"Pyoderma"
"Staphylococcus pseudintermedius",,"PDT000637061.1","2019-11-27T19:30:39Z","USA: Texas","skin","ant(6)-Ia=COMPLETE,aph(3')-IIIa=COMPLETE,blaI=COMPLETE,blaPC1=COMPLETE,blaR1=COMPLETE,blaZ=PARTIAL_END_OF_CONTIG,erm(B)=COMPLETE,mecA=COMPLETE,sat4=COMPLETE,sat4=PARTIAL_END_OF_CONTIG","icaC=COMPLETE",,,"Pyoderma"
"Staphylococcus pseudintermedius",,"PDT000637062.1","2019-11-27T19:30:39Z","USA: Texas","urine","aac(6')-Ie/aph(2'')-Ia=COMPLETE,ant(6)-Ia=COMPLETE,aph(3')-IIIa=COMPLETE,aph(3')-IIIa=PARTIAL_END_OF_CONTIG,blaI=COMPLETE,blaPC1=COMPLETE,blaR1=COMPLETE,dfrG=COMPLETE,erm(B)=COMPLETE,grlA_S80I=POINT,gyrA_S84L=POINT,lnu(A)=COMPLETE,mecA=COMPLETE,sat4=COMPLETE,tet(M)=COMPLETE","icaC=COMPLETE",,,"Urine Infection"
"Staphylococcus pseudintermedius",,"PDT000637063.1","2019-11-27T19:30:39Z","USA: Texas","skin","blaI=COMPLETE,blaR1=COMPLETE,blaZ=COMPLETE,blaZ=PARTIAL_END_OF_CONTIG","icaC=COMPLETE,sec3=COMPLETE,sel=COMPLETE,seq=COMPLETE",,,"Pyoderma"
"Staphylococcus pseudintermedius",,"PDT000637064.1","2019-11-27T19:30:39Z","USA: Texas","skin","aac(6')-Ie/aph(2'')-Ia=COMPLETE,blaI=COMPLETE,blaPC1=COMPLETE,blaR1=COMPLETE,blaR1=PARTIAL_END_OF_CONTIG,mecA=COMPLETE,tet(M)=COMPLETE","icaC=COMPLETE","qacG=COMPLETE",,"Pyoderma"
"Staphylococcus pseudintermedius",,"PDT000637065.1","2019-11-27T19:30:40Z","USA: Texas","skin","blaI=COMPLETE,blaPC1=COMPLETE,blaR1=COMPLETE,blaZ=COMPLETE,blaZ=PARTIAL_END_OF_CONTIG","icaC=COMPLETE",,,"Pyoderma"
"Staphylococcus pseudintermedius",,"PDT000637066.1","2019-11-27T19:30:40Z","USA: Texas","skin","aac(6')-Ie/aph(2'')-Ia=COMPLETE,blaI=COMPLETE,blaPC1=COMPLETE,blaR1=COMPLETE,mecA=COMPLETE,mecA=PARTIAL,tet(M)=COMPLETE","icaC=COMPLETE","qacG=COMPLETE",,"Healthy"
"Staphylococcus pseudintermedius",,"PDT000637067.1","2019-11-27T19:30:40Z","USA: Texas","urine","blaI=COMPLETE,blaZ=COMPLETE",,,,"Urine Infection"
"Staphylococcus pseudintermedius",,"PDT000637068.1","2019-11-27T19:30:40Z","USA: Texas","skin","aac(6')-Ie/aph(2'')-Ia=COMPLETE,ant(6)-Ia=COMPLETE,aph(3')-IIIa=COMPLETE,blaI=COMPLETE,blaPC1=COMPLETE,blaR1=COMPLETE,dfrG=COMPLETE,erm(B)=COMPLETE,grlA_S80I=POINT,mecA=COMPLETE,sat4=COMPLETE","icaC=COMPLETE",,,"Pyoderma"
"Staphylococcus pseudintermedius",,"PDT000637069.1","2019-11-27T19:30:41Z","USA: Texas","skin","blaI=COMPLETE,blaI=PARTIAL_END_OF_CONTIG,blaZ=COMPLETE,lnu(A)=COMPLETE","icaC=COMPLETE",,,"Healthy"
"Staphylococcus pseudintermedius","AUM3S","PDT000722009.1","2020-04-13T18:01:12Z","USA: Auburn, Alabama","skin biopsy","aac(6')-Ie/aph(2'')-Ia=COMPLETE,ant(6)-Ia=COMPLETE,aph(3')-IIIa=COMPLETE,blaI=COMPLETE,blaPC1=COMPLETE,blaR1=COMPLETE,dfrG=COMPLETE,erm(B)=COMPLETE,fosB=HMM,grlA_S80I=POINT,gyrA_S84L=POINT,mecA=COMPLETE,sat4=COMPLETE,tet(M)=COMPLETE","icaC=COMPLETE",,,"dermatitis"
"Staphylococcus pseudintermedius","M1S","PDT000722010.1","2020-04-13T18:02:10Z","USA: Auburn, Alabama","skin biopsy","aac(6')-Ie/aph(2'')-Ia=COMPLETE,ant(6)-Ia=COMPLETE,aph(3')-IIIa=COMPLETE,blaI=COMPLETE,blaPC1=COMPLETE,blaR1=COMPLETE,dfrG=COMPLETE,erm(B)=COMPLETE,fosB=HMM,grlA_S80I=POINT,gyrA_S84L=POINT,mecA=COMPLETE,sat4=COMPLETE,tet(M)=COMPLETE","icaC=COMPLETE","qacG=COMPLETE",,"dermatitis"
"Staphylococcus pseudintermedius","K14_B3","PDT000795918.1","2020-07-24T17:15:40Z","USA","K9 skin","aac(6')-Ie/aph(2'')-Ia=COMPLETE,ant(6)-Ia=COMPLETE,aph(3')-IIIa=COMPLETE,blaI=COMPLETE,blaPC1=COMPLETE,blaR1=COMPLETE,dfrG=COMPLETE,erm(B)=COMPLETE,fosB=HMM,grlA_S80I=POINT,gyrA_S84L=POINT,mecA=COMPLETE,sat4=COMPLETE,tet(M)=COMPLETE","icaC=COMPLETE","qacG=COMPLETE",,"Infection"
